"method","setting","sigma2","rho","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta17",0,-0.0102010336026,0.0606668012965037,-0.125872,0.1135971,-0.0102010336026,0.0102010336026,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta18",0,-0.0345012541544,0.0763195530586189,-0.182602975,0.11046845,-0.0345012541544,0.0345012541544,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta19",0,-0.113853205377,0.0771288381071793,-0.260676575,0.0440070475,-0.113853205377,0.113853205377,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta20",0,-0.012128367223,0.0774679488016787,-0.1648625,0.13425375,-0.012128367223,0.012128367223,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"eta",1.6,1.66068545,0.214286428121042,1.26763575,2.11441725,0.0606854499999998,0.0606854499999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta1",1,1.008386081,0.0718846554059019,0.872213225,1.151173,0.00838608100000005,0.00838608100000005,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta2",2,1.97822936,0.106094954619841,1.7688815,2.19154125,-0.02177064,0.02177064,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta3",3,2.95875269,0.126442973238315,2.706257,3.18666675,-0.0412473100000001,0.0412473100000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta4",-4,-3.89192024,0.146281738216628,-4.1609525,-3.60494925,0.10807976,0.10807976,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta5",-5,-5.0162408,0.19042325551203,-5.37098125,-4.63415825,-0.0162408000000003,0.0162408000000003,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta6",0,0.0050556840261,0.0568065024079245,-0.1029273,0.1145243,0.0050556840261,0.0050556840261,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta7",0,-0.0257862006797,0.0666558663945302,-0.154841275,0.09877752,-0.0257862006797,0.0257862006797,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta8",0,-0.0024444556618,0.0546105523823596,-0.11278225,0.104225225,-0.0024444556618,0.0024444556618,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta9",0,0.132439809541,0.0845852825079632,-0.023849415,0.294528325,0.132439809541,0.132439809541,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta10",0,-0.00230765567447,0.0658476905031907,-0.13617125,0.1219486,-0.00230765567447,0.00230765567447,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta11",0,-0.012363579958,0.0696792309002789,-0.15302325,0.130084975,-0.012363579958,0.012363579958,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta12",0,0.010246367417,0.0648641419311865,-0.122254975,0.136025875,0.010246367417,0.010246367417,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta13",0,-0.0090764426698,0.0685416799957981,-0.145713025,0.125766075,-0.0090764426698,0.0090764426698,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta14",0,-0.0268680000516,0.0727590237887636,-0.164121575,0.11211155,-0.0268680000516,0.0268680000516,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta15",0,-0.0029313286889,0.073309160373673,-0.1439636,0.1442506,-0.0029313286889,0.0029313286889,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta16",0,0.119010263444,0.0766516133664259,-0.036106665,0.263381875,0.119010263444,0.119010263444,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta17",0,0.1032362491552,0.0672325730000887,-0.026691955,0.2336498,0.1032362491552,0.1032362491552,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta18",0,0.0796381546918,0.0694502300382767,-0.0641381425,0.2202631,0.0796381546918,0.0796381546918,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta19",0,-0.0374746936901,0.0642447734101163,-0.160987975,0.084709845,-0.0374746936901,0.0374746936901,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"beta20",0,0.0436099742507,0.07406954357037,-0.108754875,0.18483115,0.0436099742507,0.0436099742507,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,92,"eta",1.6,1.90812223,0.28962958219251,1.35119325,2.53910975,0.30812223,0.30812223,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta1",1,1.029152588,0.0708122224327844,0.8947977,1.17003625,0.0291525880000001,0.0291525880000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta2",2,2.03014247,0.102775478835415,1.828757,2.2384955,0.0301424699999999,0.0301424699999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta3",3,3.016369,0.128066476895026,2.761094,3.24930375,0.0163690000000001,0.0163690000000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta4",-4,-3.9985884,0.154378595766612,-4.28612725,-3.69296675,0.00141159999999996,0.00141159999999996,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta5",-5,-5.06358941,0.190071762120278,-5.41537725,-4.683203,-0.0635894099999996,0.0635894099999996,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta6",0,-0.089926512066,0.0645158010413992,-0.21978345,0.0336566425,-0.089926512066,0.089926512066,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta7",0,-0.0672063928025,0.0670714331124333,-0.193066675,0.0582577725,-0.0672063928025,0.0672063928025,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta8",0,0.0063881436939,0.0575159783533501,-0.110261025,0.11632225,0.0063881436939,0.0063881436939,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta9",0,0.07326771976962,0.0852345604592594,-0.0853670925,0.239197925,0.07326771976962,0.07326771976962,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta10",0,-0.013521069503,0.0695298851958365,-0.151685875,0.11804285,-0.013521069503,0.013521069503,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta11",0,0.036047757339,0.070920781707137,-0.1001031,0.180661775,0.036047757339,0.036047757339,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta12",0,0.010704091072,0.0783987358847004,-0.148448225,0.1517727,0.010704091072,0.010704091072,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta13",0,0.08825829572291,0.0704426226933201,-0.055337735,0.227945575,0.08825829572291,0.08825829572291,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta14",0,0.031477522587,0.069216374654863,-0.100972775,0.16579035,0.031477522587,0.031477522587,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta15",0,0.030136624792,0.0750937172636849,-0.1108741,0.17774725,0.030136624792,0.030136624792,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta16",0,-0.016127397637,0.082929165247869,-0.183765775,0.14058115,-0.016127397637,0.016127397637,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta17",0,-0.071057465767,0.0633703310080395,-0.193020175,0.053343145,-0.071057465767,0.071057465767,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta18",0,0.075447438699,0.0733161389052056,-0.0670931925,0.21463645,0.075447438699,0.075447438699,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta19",0,-0.133321713818,0.0761748033854441,-0.278652775,0.021639055,-0.133321713818,0.133321713818,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"beta20",0,0.042342567533,0.0827673063082487,-0.13230405,0.201601925,0.042342567533,0.042342567533,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,93,"eta",1.6,1.628804311,0.270846609188247,1.1176535,2.18138025,0.0288043109999998,0.0288043109999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta1",1,1.077246321,0.0750985545236757,0.934759375,1.22665675,0.0772463210000001,0.0772463210000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta2",2,2.17362957,0.110402264449198,1.95731525,2.3950905,0.17362957,0.17362957,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta3",3,3.24989561,0.139709337574958,2.97350125,3.50190925,0.24989561,0.24989561,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta4",-4,-4.29553595,0.170489323699735,-4.609399,-3.9530645,-0.29553595,0.29553595,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta5",-5,-5.5170496,0.214108112427454,-5.91209825,-5.08237425,-0.5170496,0.5170496,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta6",0,-0.0104520760146,0.0656458079744833,-0.140385775,0.1182327,-0.0104520760146,0.0104520760146,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta7",0,-0.0402454770344,0.0669380711574816,-0.167528325,0.084810835,-0.0402454770344,0.0402454770344,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta8",0,0.0225570687158,0.0624167200673867,-0.10495895,0.141165975,0.0225570687158,0.0225570687158,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta9",0,-0.099431215194,0.091498460540955,-0.266545875,0.0833515725,-0.099431215194,0.099431215194,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta10",0,-0.081157039007,0.0719578210871255,-0.223693,0.0537521724999999,-0.081157039007,0.081157039007,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta11",0,0.049512599612,0.0710340212301063,-0.0892630375,0.19338005,0.049512599612,0.049512599612,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta12",0,0.109797592953,0.0776831524935234,-0.0475295525,0.252693425,0.109797592953,0.109797592953,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta13",0,-0.060874845817,0.070157442107362,-0.199178575,0.0793737325,-0.060874845817,0.060874845817,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta14",0,-0.062819983476,0.0679073623179036,-0.1909957,0.0679796875,-0.062819983476,0.062819983476,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta15",0,-0.0683645836814,0.0793159224614431,-0.214062125,0.0907749,-0.0683645836814,0.0683645836814,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta16",0,0.0778240915907,0.0845319382883488,-0.0909322725,0.241388575,0.0778240915907,0.0778240915907,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta17",0,-0.0201259375471,0.0634814897067757,-0.14350265,0.101458175,-0.0201259375471,0.0201259375471,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta18",0,0.108337843552,0.0753995121158596,-0.040068395,0.252913,0.108337843552,0.108337843552,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta19",0,-0.047671322689,0.078751887715925,-0.194882975,0.107437725,-0.047671322689,0.047671322689,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"beta20",0,-0.041818808301,0.0850004275967153,-0.22326715,0.116645225,-0.041818808301,0.041818808301,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,94,"eta",1.6,2.09933028,0.309078251337378,1.49654325,2.737662,0.49933028,0.49933028,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta1",1,1.028159978,0.0731431001831883,0.888241625,1.17371625,0.0281599779999999,0.0281599779999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta2",2,2.07740902,0.110161833845828,1.861307,2.29916375,0.0774090200000002,0.0774090200000002,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta3",3,3.21763,0.140189985004977,2.937157,3.47645175,0.21763,0.21763,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta4",-4,-4.42941729,0.179000192991647,-4.7548975,-4.072469,-0.42941729,0.42941729,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta5",-5,-5.4335317,0.209365327679978,-5.81618175,-5.01633275,-0.4335317,0.4335317,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta6",0,-0.065398691457,0.0628967479095792,-0.1906286,0.0559387375,-0.065398691457,0.065398691457,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta7",0,-0.061162638157,0.0713526554889954,-0.195827875,0.0712935625,-0.061162638157,0.061162638157,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta8",0,0.009636972958589,0.058397697709471,-0.107612375,0.122125275,0.009636972958589,0.009636972958589,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta9",0,0.0688388558659,0.0869908403302745,-0.0937982175,0.236908375,0.0688388558659,0.0688388558659,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta10",0,0.051640300015,0.0710716415261213,-0.089810465,0.18659825,0.051640300015,0.051640300015,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta11",0,0.130419395894,0.0712368096727459,-0.0067973965,0.2712242,0.130419395894,0.130419395894,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta12",0,0.0373796606758,0.0805071646865012,-0.12714015,0.184987025,0.0373796606758,0.0373796606758,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta13",0,-0.0796039487616,0.071780029766249,-0.2197496,0.0638535375,-0.0796039487616,0.0796039487616,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta14",0,0.007433233992,0.0662384828926007,-0.11757805,0.135357775,0.007433233992,0.007433233992,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta15",0,0.0027719714705,0.0792338530067331,-0.147048325,0.161579925,0.0027719714705,0.0027719714705,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta16",0,0.0046712104365,0.0849044364624549,-0.167561675,0.1705614,0.0046712104365,0.0046712104365,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta17",0,-0.0165854155755,0.0645865300683113,-0.1447181,0.111633725,-0.0165854155755,0.0165854155755,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta18",0,0.070532625529,0.074201882150596,-0.0772592575,0.216079725,0.070532625529,0.070532625529,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta19",0,0.0802814015371,0.0741518843925409,-0.0577882075,0.227846425,0.0802814015371,0.0802814015371,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"beta20",0,0.107985589499,0.0826519125981165,-0.05791735,0.263124925,0.107985589499,0.107985589499,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,95,"eta",1.6,2.41644004,0.309477603896165,1.8181625,3.02174,0.81644004,0.81644004,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta1",1,1.074060056,0.0687811275299348,0.945116275,1.20932725,0.074060056,0.074060056,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta2",2,2.19022277,0.110999187646962,1.974585,2.41867425,0.19022277,0.19022277,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta3",3,3.2043635,0.133534796567952,2.93914425,3.45177675,0.2043635,0.2043635,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta4",-4,-4.36848054,0.164898874978811,-4.6780585,-4.04789275,-0.36848054,0.36848054,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta5",-5,-5.32980192,0.211293068552975,-5.726384,-4.90000875,-0.32980192,0.32980192,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta6",0,-0.017742171424,0.0617109223627563,-0.14045515,0.1008475,-0.017742171424,0.017742171424,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta7",0,-0.090102020332,0.066668427390044,-0.2127022,0.03537903,-0.090102020332,0.090102020332,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta8",0,0.05925718815354,0.0628433778219953,-0.0662912575,0.18037735,0.05925718815354,0.05925718815354,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta9",0,-0.046368706704,0.0689007995318622,-0.1726635,0.0846931875,-0.046368706704,0.046368706704,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta10",0,0.010980917863,0.0647025130119839,-0.12102965,0.128571325,0.010980917863,0.010980917863,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta11",0,-0.024337858456,0.0823427385157276,-0.1821628,0.13532055,-0.024337858456,0.024337858456,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta12",0,-0.0585970639348,0.0709333369483056,-0.200445075,0.0752235999999999,-0.0585970639348,0.0585970639348,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta13",0,0.0209443579588,0.0752203389829671,-0.1257691,0.170238875,0.0209443579588,0.0209443579588,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta14",0,-0.1219618022496,0.0614050846410879,-0.239482825,-0.00232606000000001,-0.1219618022496,0.1219618022496,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta15",0,0.094450699716,0.0735581049104704,-0.0464506525,0.244345225,0.094450699716,0.094450699716,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta16",0,-0.023729500805,0.0656239932223583,-0.157771525,0.1021864,-0.023729500805,0.023729500805,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta17",0,0.0079262632128,0.064909258507776,-0.1187364,0.13128255,0.0079262632128,0.0079262632128,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta18",0,-0.071776136536,0.0738823652377432,-0.2151225,0.07562453,-0.071776136536,0.071776136536,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta19",0,0.035288686889,0.0612765766131355,-0.0834982175,0.158729925,0.035288686889,0.035288686889,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"beta20",0,0.03095592600954,0.0802172766300577,-0.125939875,0.185838325,0.03095592600954,0.03095592600954,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,96,"eta",1.6,1.600134804,0.291313843938553,1.06827725,2.2422935,0.000134803999999988,0.000134803999999988,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta1",1,1.058924516,0.0701501952795108,0.92582605,1.198496,0.058924516,0.058924516,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta2",2,2.01271545,0.103134661299482,1.80961875,2.220702,0.01271545,0.01271545,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta3",3,3.09529103,0.134380173927495,2.82735925,3.33821875,0.0952910299999998,0.0952910299999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta4",-4,-4.03207384,0.155599996078515,-4.3188715,-3.72204975,-0.0320738399999998,0.0320738399999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta5",-5,-5.04191819,0.194299838437506,-5.3984695,-4.648721,-0.0419181899999996,0.0419181899999996,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta6",0,0.01678794744447,0.0598407861745514,-0.10287695,0.13296975,0.01678794744447,0.01678794744447,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta7",0,0.10703329387,0.0672124189101785,-0.0210254275,0.23320625,0.10703329387,0.10703329387,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta8",0,0.060979170088,0.0705509843874751,-0.0853619475,0.196357125,0.060979170088,0.060979170088,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta9",0,-0.062650668799,0.0838896484632147,-0.221735175,0.102152075,-0.062650668799,0.062650668799,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta10",0,-0.000311502020000001,0.0719545035746809,-0.13698555,0.1358122,-0.000311502020000001,0.000311502020000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta11",0,-0.0459785350965,0.067429303745676,-0.177599425,0.0929832575,-0.0459785350965,0.0459785350965,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta12",0,0.04651805569728,0.0792099479480631,-0.1140396,0.1919165,0.04651805569728,0.04651805569728,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta13",0,-0.057077509718,0.0723028101250334,-0.198653125,0.0865004625,-0.057077509718,0.057077509718,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta14",0,-0.094072580184,0.0735686081981005,-0.240502825,0.0466251875,-0.094072580184,0.094072580184,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta15",0,-0.0091085011042,0.0752109345601726,-0.146044075,0.144547075,-0.0091085011042,0.0091085011042,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta16",0,0.0072879508889,0.0791532237096762,-0.153902675,0.16143425,0.0072879508889,0.0072879508889,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta17",0,-0.0439792470173,0.0641929715603003,-0.16847295,0.082161555,-0.0439792470173,0.0439792470173,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta18",0,-0.0151857200789,0.0727561093513271,-0.163232125,0.12732535,-0.0151857200789,0.0151857200789,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta19",0,-0.02747552570065,0.0737358853925374,-0.168829525,0.11916455,-0.02747552570065,0.02747552570065,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"beta20",0,0.0088121533241,0.0786377319711772,-0.146343975,0.1566121,0.0088121533241,0.0088121533241,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,97,"eta",1.6,2.11222583,0.300524586500676,1.531886,2.73507975,0.51222583,0.51222583,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta1",1,1.052023141,0.0762195887788746,0.907638875,1.20342,0.052023141,0.052023141,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta2",2,2.18948128,0.118718450297343,1.95527775,2.42826825,0.18948128,0.18948128,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta3",3,3.10565238,0.136739330872808,2.832574,3.35181775,0.10565238,0.10565238,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta4",-4,-4.37168348,0.171614647845237,-4.68341725,-4.0303295,-0.37168348,0.37168348,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta5",-5,-5.2341367,0.203712670337822,-5.6090695,-4.82087575,-0.2341367,0.2341367,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta6",0,-0.008264802085,0.063118120354651,-0.1341451,0.113241325,-0.008264802085,0.008264802085,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,98,"beta7",0,-0.111362954163,0.0716368191687843,-0.251433075,0.021175225,-0.111362954163,0.111362954163,TRUE
