"method","setting","sigma2","rho","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta3",3,3.06350561,0.133253096494428,2.7988095,3.30520875,0.06350561,0.06350561,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta4",-4,-4.3065477,0.168902392037372,-4.6204535,-3.9698015,-0.3065477,0.3065477,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta5",-5,-5.30643363,0.206814746750798,-5.6853935,-4.8870495,-0.30643363,0.30643363,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta6",0,0.020924334222,0.0653081016409337,-0.108175025,0.147635325,0.020924334222,0.020924334222,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta7",0,-0.0460064455544,0.0699102746231716,-0.179698275,0.08647583,-0.0460064455544,0.0460064455544,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta8",0,0.0950805350097,0.0626842999167883,-0.03264456,0.210500175,0.0950805350097,0.0950805350097,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta9",0,0.09638558716788,0.0884622363111656,-0.0672032375,0.2652955,0.09638558716788,0.09638558716788,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta10",0,-0.0113673586458,0.0702673698773682,-0.14772505,0.12303645,-0.0113673586458,0.0113673586458,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta11",0,-0.0127475384629,0.0718046967274401,-0.15385505,0.1278998,-0.0127475384629,0.0127475384629,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta12",0,0.108994681277,0.0813816154590306,-0.057193535,0.257556,0.108994681277,0.108994681277,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta13",0,0.0466464456342,0.0734665767500979,-0.096767165,0.194735175,0.0466464456342,0.0466464456342,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta14",0,0.004340990933,0.0645139611172141,-0.11633505,0.12874945,0.004340990933,0.004340990933,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta15",0,0.138284925813,0.077244950477965,-0.0023524935,0.2929706,0.138284925813,0.138284925813,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta16",0,0.094162361289,0.0788168865958581,-0.068504355,0.2470272,0.094162361289,0.094162361289,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta17",0,0.001442063437,0.0617578876919451,-0.118910775,0.124668075,0.001442063437,0.001442063437,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta18",0,0.1262016191579,0.0720862253800493,-0.0164323375,0.262990375,0.1262016191579,0.1262016191579,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta19",0,-0.071474542207,0.0736759379539197,-0.206855675,0.075562065,-0.071474542207,0.071474542207,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"beta20",0,0.0422569865033,0.0810536820347071,-0.1203614,0.195795875,0.0422569865033,0.0422569865033,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,153,"eta",1.6,1.84061566,0.249524751087281,1.37218275,2.37013425,0.24061566,0.24061566,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta1",1,1.07910762,0.0736655721416766,0.93933915,1.2256665,0.07910762,0.07910762,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta2",2,2.00457979,0.103053147814758,1.80016225,2.2121185,0.00457979000000019,0.00457979000000019,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta3",3,3.23884343,0.136683891711454,2.9664625,3.48832,0.23884343,0.23884343,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta4",-4,-4.14708298,0.160076408877132,-4.43930225,-3.8324135,-0.14708298,0.14708298,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta5",-5,-5.26471511,0.203039619085799,-5.63364925,-4.85612775,-0.26471511,0.26471511,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta6",0,-0.16634128176,0.0652310257694073,-0.297008175,-0.0424100525,-0.16634128176,0.16634128176,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta7",0,-0.0012048503932,0.0709193762585229,-0.140774625,0.133072975,-0.0012048503932,0.0012048503932,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta8",0,0.11994809283,0.0593172215242529,0.001898673,0.228967775,0.11994809283,0.11994809283,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta9",0,-0.136102534837,0.0856199717069705,-0.29399805,0.0298303249999999,-0.136102534837,0.136102534837,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta10",0,-0.0066168244034,0.0707658482812499,-0.14602995,0.124196525,-0.0066168244034,0.0066168244034,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta11",0,0.0310987569616,0.069275850162306,-0.1015136,0.16553125,0.0310987569616,0.0310987569616,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta12",0,0.10604804523064,0.0804998272732098,-0.05708606,0.251467575,0.10604804523064,0.10604804523064,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta13",0,0.089644757204,0.0734533909093195,-0.057291615,0.2363443,0.089644757204,0.089644757204,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta14",0,0.0633054242168,0.0651153132337787,-0.0594700775,0.1905032,0.0633054242168,0.0633054242168,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta15",0,0.121718789709,0.0794539351941319,-0.0275635375,0.2795481,0.121718789709,0.121718789709,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta16",0,-0.030964756407,0.0831502754927971,-0.19388405,0.1304478,-0.030964756407,0.030964756407,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta17",0,0.0087036493632,0.0628634019613321,-0.11391585,0.133679575,0.0087036493632,0.0087036493632,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta18",0,0.043746203767,0.0779032487605936,-0.1069263,0.19715695,0.043746203767,0.043746203767,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta19",0,-0.0158249252677,0.0744145172558979,-0.1554204,0.132901175,-0.0158249252677,0.0158249252677,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"beta20",0,-0.083695615457,0.0832157501910231,-0.256657675,0.0713162625,-0.083695615457,0.083695615457,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,154,"eta",1.6,1.736272484,0.285700996587651,1.208189,2.340358,0.136272484,0.136272484,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta1",1,1.029567473,0.0687926459138701,0.899044775,1.166436,0.029567473,0.029567473,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta2",2,1.99454581,0.102444541891246,1.79322725,2.201753,-0.00545419000000003,0.00545419000000003,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta3",3,2.90070322,0.122050146276183,2.65936675,3.1228855,-0.09929678,0.09929678,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta4",-4,-3.97942209,0.151161547188696,-4.25898125,-3.6778325,0.0205779100000001,0.0205779100000001,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta5",-5,-4.9890742,0.189177086508964,-5.334202,-4.6085215,0.0109257999999999,0.0109257999999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta6",0,-0.014402089194,0.0604321581699251,-0.1370305,0.10147235,-0.014402089194,0.014402089194,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta7",0,-0.0070946308879,0.0662709003456306,-0.133876825,0.11897885,-0.0070946308879,0.0070946308879,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta8",0,0.0385584875613,0.0571462966191503,-0.07578645,0.144328425,0.0385584875613,0.0385584875613,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta9",0,0.006698120876,0.0843137940005289,-0.14919865,0.1708373,0.006698120876,0.006698120876,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta10",0,0.0513414725247,0.0700524438286876,-0.0912959325,0.182045925,0.0513414725247,0.0513414725247,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta11",0,-0.039646143138,0.0678314295941554,-0.169518675,0.0909082649999999,-0.039646143138,0.039646143138,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta12",0,-0.16332926326,0.0776957885234022,-0.31774785,-0.01857902,-0.16332926326,0.16332926326,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta13",0,0.084750679216,0.0694048042011917,-0.04637035,0.227357675,0.084750679216,0.084750679216,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta14",0,-0.052618622283,0.0680896004732125,-0.1829106,0.08107875,-0.052618622283,0.052618622283,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta15",0,-0.099304321426,0.0749958067492876,-0.239151375,0.054288915,-0.099304321426,0.099304321426,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta16",0,0.102881984888,0.0781268713389881,-0.0604409,0.254999675,0.102881984888,0.102881984888,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta17",0,0.008799248866,0.0618097709423067,-0.11189185,0.127680475,0.008799248866,0.008799248866,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta18",0,-0.0156076040186,0.0693091003694162,-0.151577,0.122164875,-0.0156076040186,0.0156076040186,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta19",0,-0.051295509484,0.0716260920101845,-0.18569015,0.093727475,-0.051295509484,0.051295509484,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"beta20",0,-0.10915684328067,0.0786587469839661,-0.269237475,0.0378575125,-0.10915684328067,0.10915684328067,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,155,"eta",1.6,2.23018076,0.253710576646155,1.73022625,2.735645,0.63018076,0.63018076,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta1",1,0.902129767,0.0783942702443479,0.753389625,1.05824375,-0.097870233,0.097870233,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta2",2,2.02183529,0.106381594210195,1.8129535,2.23474925,0.0218352899999998,0.0218352899999998,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta3",3,3.03782667,0.136044286963571,2.76285475,3.28318225,0.0378266699999998,0.0378266699999998,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta4",-4,-4.21187161,0.160918737056453,-4.5087645,-3.89311425,-0.21187161,0.21187161,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta5",-5,-5.29542086,0.200853053886457,-5.67203125,-4.8937165,-0.29542086,0.29542086,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta6",0,-0.042934628299,0.0595407799250581,-0.160525,0.073725405,-0.042934628299,0.042934628299,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta7",0,-0.0543056330184,0.0704265502300417,-0.18802835,0.0798639625,-0.0543056330184,0.0543056330184,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta8",0,-0.0548123737803,0.0643910473356577,-0.186320875,0.0727292825,-0.0548123737803,0.0548123737803,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta9",0,0.1137418713361,0.0843595504814126,-0.0436379725,0.2826695,0.1137418713361,0.1137418713361,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta10",0,-0.095062873722,0.0799130805084609,-0.2554981,0.053262525,-0.095062873722,0.095062873722,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta11",0,-0.084954101264,0.073042643833043,-0.225768275,0.0686088225,-0.084954101264,0.084954101264,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta12",0,0.0131978556728,0.0796331588736103,-0.145952675,0.160611725,0.0131978556728,0.0131978556728,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta13",0,-0.134074292526,0.0666753925482164,-0.264822825,0.00220045649999992,-0.134074292526,0.134074292526,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta14",0,-0.0295282193532,0.0628136131679933,-0.15157615,0.09372749,-0.0295282193532,0.0295282193532,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta15",0,0.0267788008946,0.0796927356263516,-0.125271225,0.1897956,0.0267788008946,0.0267788008946,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta16",0,0.0385617269208,0.0764119862995804,-0.115005125,0.1790763,0.0385617269208,0.0385617269208,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta17",0,-0.074767944481,0.0666531081448063,-0.204140275,0.0512309625,-0.074767944481,0.074767944481,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta18",0,-0.0786345430042,0.0699694313692209,-0.217079125,0.0588999325,-0.0786345430042,0.0786345430042,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta19",0,-0.00595002288848,0.0761813315889628,-0.151779125,0.14217085,-0.00595002288848,0.00595002288848,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"beta20",0,-0.0390870635546,0.0730360322563267,-0.187535075,0.098204565,-0.0390870635546,0.0390870635546,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,156,"eta",1.6,1.557203786,0.226390611031256,1.14595425,2.04280075,-0.042796214,0.042796214,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta1",1,0.94471857,0.0825685437159847,0.787932,1.10922275,-0.05528143,0.05528143,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta2",2,1.9852029,0.102847221506279,1.7863285,2.19300975,-0.0147971,0.0147971,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta3",3,2.96336655,0.135152998650573,2.693915,3.20662225,-0.0366334500000001,0.0366334500000001,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta4",-4,-4.03841725,0.1619553683441,-4.33712975,-3.7190135,-0.0384172500000002,0.0384172500000002,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta5",-5,-4.97857616,0.198567458043478,-5.34491975,-4.5878145,0.0214238399999997,0.0214238399999997,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta6",0,-0.064114599335,0.0616177048679909,-0.186974825,0.054169325,-0.064114599335,0.064114599335,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta7",0,0.0194817570938,0.0705609534548297,-0.1181449,0.15562465,0.0194817570938,0.0194817570938,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta8",0,0.0609639370206,0.0713564750337575,-0.080551835,0.1954178,0.0609639370206,0.0609639370206,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta9",0,-0.038138894161,0.073398131629919,-0.172749575,0.106458425,-0.038138894161,0.038138894161,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta10",0,0.0130213889147,0.072111644022632,-0.1323678,0.144542575,0.0130213889147,0.0130213889147,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta11",0,0.0520451907533,0.0721137408189153,-0.0881084175,0.201627275,0.0520451907533,0.0520451907533,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta12",0,0.004125000861,0.0758220943244045,-0.142884425,0.146436875,0.004125000861,0.004125000861,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta13",0,0.000302444874800002,0.074943964765581,-0.150815725,0.1507327,0.000302444874800002,0.000302444874800002,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta14",0,0.05721099961,0.0735970779253941,-0.083133405,0.1992716,0.05721099961,0.05721099961,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta15",0,0.0465430487399,0.070492800628137,-0.08485855,0.1870581,0.0465430487399,0.0465430487399,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta16",0,-0.0306078210339,0.0762270660450063,-0.1850064,0.115709225,-0.0306078210339,0.0306078210339,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta17",0,0.0234536561885,0.0597081809355878,-0.092272375,0.14475515,0.0234536561885,0.0234536561885,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta18",0,0.010417558373,0.0774326260316855,-0.13662905,0.16038475,0.010417558373,0.010417558373,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta19",0,-0.11451596685,0.0764119518812682,-0.260113475,0.0420908675,-0.11451596685,0.11451596685,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"beta20",0,-0.0518272634225,0.076302527621982,-0.206298525,0.096750165,-0.0518272634225,0.0518272634225,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,157,"eta",1.6,2.30393985,0.23655028957576,1.85491625,2.76803,0.70393985,0.70393985,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta1",1,1.078762108,0.0710696026670023,0.943918575,1.22015625,0.078762108,0.078762108,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta2",2,2.17904461,0.105318283676313,1.9712875,2.39145225,0.17904461,0.17904461,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta3",3,2.98727862,0.127498218539815,2.734528,3.2183815,-0.0127213799999999,0.0127213799999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta4",-4,-4.18886479,0.160055953407479,-4.48506125,-3.8715945,-0.18886479,0.18886479,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta5",-5,-5.20745715,0.196165797381806,-5.5681985,-4.8094985,-0.20745715,0.20745715,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta6",0,-0.018767026954,0.0628153454448862,-0.14761805,0.100616175,-0.018767026954,0.018767026954,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta7",0,-0.089148834138,0.0668725474704697,-0.2148185,0.0350694425,-0.089148834138,0.089148834138,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta8",0,-0.0072345335555,0.0573882643571564,-0.126531625,0.0997224925,-0.0072345335555,0.0072345335555,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta9",0,-0.0466300165384,0.0877589386206378,-0.2133643,0.12179635,-0.0466300165384,0.0466300165384,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta10",0,-0.025967114087,0.0744933611067781,-0.176087725,0.1076275,-0.025967114087,0.025967114087,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta11",0,-0.052478855449,0.0708161422816772,-0.188168425,0.0854011424999999,-0.052478855449,0.052478855449,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta12",0,-0.0041243588406,0.07785094317254,-0.155809325,0.139739675,-0.0041243588406,0.0041243588406,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta13",0,-0.0173616141702,0.0706811717432286,-0.157293925,0.13014995,-0.0173616141702,0.0173616141702,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta14",0,0.17359158298,0.066535588015071,0.0492426525,0.30136905,0.17359158298,0.17359158298,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta15",0,0.083390598409,0.0780996103518179,-0.06256311,0.24715865,0.083390598409,0.083390598409,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta16",0,0.0511079104496,0.0813897771347761,-0.114033625,0.209167325,0.0511079104496,0.0511079104496,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta17",0,-0.044717732922,0.0624502870226502,-0.166404325,0.07779708,-0.044717732922,0.044717732922,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta18",0,0.02918834974,0.0707891354940075,-0.1113147,0.164984775,0.02918834974,0.02918834974,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta19",0,0.066143620531,0.0729241477127191,-0.07154233,0.215591475,0.066143620531,0.066143620531,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"beta20",0,-0.075498462495,0.0750577875808042,-0.22809875,0.0630711625,-0.075498462495,0.075498462495,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,158,"eta",1.6,1.419041386,0.20300868471082,1.039445,1.84587475,-0.180958614,0.180958614,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta1",1,0.93097607,0.0686045469529806,0.8008099,1.067466,-0.06902393,0.06902393,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta2",2,2.17990293,0.108047398995741,1.967654,2.398085,0.17990293,0.17990293,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta3",3,3.22416864,0.137410645003619,2.949523,3.474432,0.22416864,0.22416864,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta4",-4,-4.12568527,0.162549279576435,-4.42035275,-3.80419325,-0.12568527,0.12568527,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta5",-5,-5.14639531,0.200165666931975,-5.51909575,-4.7440175,-0.14639531,0.14639531,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta6",0,0.0554256524851,0.0605748867704494,-0.0680424175,0.17460535,0.0554256524851,0.0554256524851,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta7",0,0.040209093208,0.0689239610649863,-0.092353465,0.17297275,0.040209093208,0.040209093208,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta8",0,-0.0252341584459,0.0606842408644427,-0.147581475,0.0922578725,-0.0252341584459,0.0252341584459,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta9",0,-0.0633733955695,0.0871430822748645,-0.22419615,0.10863065,-0.0633733955695,0.0633733955695,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta10",0,0.1223682929694,0.0701433392504579,-0.016690385,0.257326625,0.1223682929694,0.1223682929694,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta11",0,-0.023187484528,0.0714422730293229,-0.1640882,0.1177937,-0.023187484528,0.023187484528,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta12",0,-0.008415294912,0.0795338278267585,-0.16638915,0.135220325,-0.008415294912,0.008415294912,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta13",0,-0.00937398079129,0.0703726741159376,-0.1467951,0.1289642,-0.00937398079129,0.00937398079129,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta14",0,0.089239586696,0.0699393063032055,-0.0433154375,0.225456475,0.089239586696,0.089239586696,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta15",0,-0.030589474479,0.0759272256884523,-0.17269545,0.1231935,-0.030589474479,0.030589474479,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta16",0,-0.0183809854133,0.0773012860877781,-0.16970945,0.130132275,-0.0183809854133,0.0183809854133,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta17",0,0.0253883857697,0.062886553834614,-0.0986891425,0.1496747,0.0253883857697,0.0253883857697,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta18",0,-0.031484824726,0.0745308549906975,-0.180523225,0.112893675,-0.031484824726,0.031484824726,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta19",0,0.0755598575868,0.0776798264169979,-0.07128822,0.229948775,0.0755598575868,0.0755598575868,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"beta20",0,0.0562817386691,0.0799332374547342,-0.108139475,0.202544325,0.0562817386691,0.0562817386691,TRUE
