"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta10",0,-0.0866495377649,0.16902082759694,-0.414818675,0.25200235,-0.0866495377649,0.0866495377649,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta11",0,0.474566673968,0.206249909354716,0.0839729575,0.8930083,0.474566673968,0.474566673968,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta12",0,-0.33633408899,0.208048935638925,-0.75803615,0.0799076475,-0.33633408899,0.33633408899,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta13",0,-0.16347053823,0.19392683566623,-0.515384775,0.224846175,-0.16347053823,0.16347053823,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta14",0,0.20202543928,0.181965590799218,-0.160603775,0.551232175,0.20202543928,0.20202543928,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta15",0,0.002598920435,0.190120209933105,-0.3682488,0.38718455,0.002598920435,0.002598920435,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta16",0,0.005879245083,0.179349974077471,-0.32424375,0.353466375,0.005879245083,0.005879245083,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta17",0,0.070767612977,0.21204469644812,-0.3262006,0.492996775,0.070767612977,0.070767612977,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta18",0,0.209381296531,0.204600173907057,-0.203262475,0.605624425,0.209381296531,0.209381296531,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta19",0,-0.080702010001,0.19042416813868,-0.478070975,0.27773125,-0.080702010001,0.080702010001,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta20",0,0.058997576069,0.189902181945339,-0.3155187,0.422496675,0.058997576069,0.058997576069,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"eta",1.6,2.23507027,0.369203343541346,1.586625,3.02856325,0.63507027,0.63507027,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta1",1,1.148246575,0.184526714110084,0.8083941,1.536493,0.148246575,0.148246575,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta2",2,2.22162536,0.240838375586254,1.74233025,2.7041715,0.22162536,0.22162536,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta3",3,3.2991705,0.327256598530926,2.66434775,3.96961525,0.2991705,0.2991705,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta4",-4,-4.03887047,0.38381404152343,-4.8024765,-3.2672595,-0.03887047,0.03887047,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta5",-5,-5.63756141,0.512324240080328,-6.60463725,-4.609186,-0.63756141,0.63756141,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta6",0,-0.099572887405,0.174771740424947,-0.45710075,0.218179475,-0.099572887405,0.099572887405,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta7",0,-0.06226630451,0.180214456304453,-0.419490075,0.29220705,-0.06226630451,0.06226630451,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta8",0,-0.191268995269,0.155822668343231,-0.48869755,0.1265255,-0.191268995269,0.191268995269,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta9",0,0.0413289352272,0.193702265556731,-0.349003225,0.42923635,0.0413289352272,0.0413289352272,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta10",0,0.012141239223,0.155933617612869,-0.287878475,0.32778915,0.012141239223,0.012141239223,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta11",0,-0.199674911122,0.179517950742988,-0.534088025,0.148578475,-0.199674911122,0.199674911122,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta12",0,-0.282547481264,0.179587496114604,-0.637312975,0.0764070799999999,-0.282547481264,0.282547481264,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta13",0,0.090582429503,0.171391576652505,-0.229899925,0.445905975,0.090582429503,0.090582429503,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta14",0,-0.05037051672,0.158761029604605,-0.3623971,0.249213875,-0.05037051672,0.05037051672,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta15",0,0.0619268195761,0.163852609147554,-0.253309475,0.383740525,0.0619268195761,0.0619268195761,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta16",0,-0.019757197872,0.16249315841536,-0.331232975,0.309167775,-0.019757197872,0.019757197872,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta17",0,-0.185291028384,0.166092122844458,-0.499354575,0.1511145,-0.185291028384,0.185291028384,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta18",0,0.112231056805,0.187649587647835,-0.253220525,0.4779317,0.112231056805,0.112231056805,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta19",0,-0.114324719034,0.151428114735746,-0.423711575,0.164383425,-0.114324719034,0.114324719034,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"beta20",0,0.24151051735,0.178646792849842,-0.10596935,0.601142275,0.24151051735,0.24151051735,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",155,5,"eta",1.6,2.04947155,0.316208909913377,1.5026645,2.71940875,0.44947155,0.44947155,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta1",1,1.099135793,0.191115854760166,0.74714755,1.50124525,0.0991357930000001,0.0991357930000001,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta2",2,2.14521922,0.231464039069083,1.6830915,2.6119025,0.14521922,0.14521922,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta3",3,3.2693739,0.317322086337947,2.64531175,3.90618425,0.2693739,0.2693739,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta4",-4,-4.5861192,0.419846931114098,-5.42178075,-3.74182375,-0.5861192,0.5861192,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta5",-5,-5.65142807,0.496460742810877,-6.609182,-4.66107475,-0.65142807,0.65142807,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta6",0,-0.18002955553,0.174946210208464,-0.5440513,0.140912025,-0.18002955553,0.18002955553,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta7",0,-0.192697439551,0.183416553603393,-0.5540038,0.16901665,-0.192697439551,0.192697439551,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta8",0,0.0494169883262,0.168082799301071,-0.279338475,0.39223615,0.0494169883262,0.0494169883262,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta9",0,-0.131027648119,0.180519929959796,-0.488533725,0.233364475,-0.131027648119,0.131027648119,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta10",0,0.31710417383,0.15879874876503,0.000781759750000017,0.64552615,0.31710417383,0.31710417383,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta11",0,0.096000644317,0.178722445992927,-0.248106925,0.44381395,0.096000644317,0.096000644317,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta12",0,0.0916257798129,0.166004353037182,-0.2539597,0.420471375,0.0916257798129,0.0916257798129,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta13",0,0.428474252251,0.192204031651485,0.06915658,0.81414815,0.428474252251,0.428474252251,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta14",0,-0.0333402811705,0.179390996914434,-0.380386,0.31560695,-0.0333402811705,0.0333402811705,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta15",0,0.016277348586,0.155888329628162,-0.284664525,0.31920345,0.016277348586,0.016277348586,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta16",0,0.216903849783,0.150782269673158,-0.06731919,0.532571525,0.216903849783,0.216903849783,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta17",0,0.1056489504612,0.177823781233497,-0.228231975,0.471781075,0.1056489504612,0.1056489504612,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta18",0,-0.089982116049,0.1819574741024,-0.446829175,0.260967775,-0.089982116049,0.089982116049,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta19",0,-0.157348039083,0.165577670828921,-0.4971274,0.166312075,-0.157348039083,0.157348039083,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"beta20",0,0.14993381597159,0.176849945088008,-0.18970755,0.488485675,0.14993381597159,0.14993381597159,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",156,1,"eta",1.6,1.520947605,0.323605489815082,0.965531425,2.22066575,-0.0790523950000002,0.0790523950000002,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta1",1,1.471025717,0.213147890117182,1.0784,1.9193325,0.471025717,0.471025717,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta2",2,2.75151036,0.265335513721613,2.2202085,3.26347525,0.75151036,0.75151036,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta3",3,3.74087002,0.363003547080732,3.03353175,4.5038745,0.74087002,0.74087002,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta4",-4,-4.84056805,0.462254372387854,-5.80287525,-3.93406225,-0.84056805,0.84056805,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta5",-5,-5.93567784,0.538380127066699,-6.942058,-4.90376675,-0.93567784,0.93567784,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta6",0,-0.148164451364,0.171731973918208,-0.50540995,0.1675334,-0.148164451364,0.148164451364,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta7",0,0.205530320993,0.198047893015373,-0.182528725,0.613940275,0.205530320993,0.205530320993,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta8",0,0.027835093971,0.191108014246034,-0.34340695,0.409313375,0.027835093971,0.027835093971,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta9",0,-0.160221330221,0.189449566315298,-0.550425,0.207065525,-0.160221330221,0.160221330221,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta10",0,-0.01246557164,0.161499731911412,-0.328060725,0.31203755,-0.01246557164,0.01246557164,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta11",0,-0.1795009677,0.191634569113306,-0.54577075,0.18661835,-0.1795009677,0.1795009677,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta12",0,-0.42673049894,0.188734686824754,-0.80588565,-0.0475942475,-0.42673049894,0.42673049894,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta13",0,0.0042744237258,0.183387511328756,-0.34253665,0.3682483,0.0042744237258,0.0042744237258,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta14",0,-0.36606580236,0.182738666935573,-0.738498725,-0.0122967112500001,-0.36606580236,0.36606580236,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta15",0,0.078704454154,0.187082823238809,-0.303897375,0.440677375,0.078704454154,0.078704454154,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta16",0,-0.084649126081,0.156709773912075,-0.37307855,0.22952955,-0.084649126081,0.084649126081,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta17",0,-0.264553085173,0.196428378852763,-0.6171798,0.1324227,-0.264553085173,0.264553085173,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta18",0,0.030990359205,0.199974550479551,-0.3531096,0.436585675,0.030990359205,0.030990359205,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta19",0,0.035441705375,0.188334254051097,-0.352302375,0.390270025,0.035441705375,0.035441705375,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"beta20",0,0.058171833885,0.183200770295157,-0.28458215,0.42363105,0.058171833885,0.058171833885,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",157,3,"eta",1.6,2.20839698,0.374201583332364,1.56714075,3.0040915,0.60839698,0.60839698,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta1",1,1.370280725,0.195246072982553,1.01089525,1.7802765,0.370280725,0.370280725,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta2",2,2.50142596,0.262738564522542,1.97483175,3.03368175,0.50142596,0.50142596,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta3",3,3.67728467,0.361904158055567,2.97778775,4.43960725,0.67728467,0.67728467,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta4",-4,-4.61265014,0.447511436533424,-5.50409025,-3.72531825,-0.61265014,0.61265014,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta5",-5,-6.5103886,0.557669524889994,-7.545166,-5.40483975,-1.5103886,1.5103886,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta6",0,-0.11083985529955,0.189680259374183,-0.499794825,0.238038875,-0.11083985529955,0.11083985529955,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta7",0,-0.200671660442,0.200350320391173,-0.5863842,0.18501315,-0.200671660442,0.200671660442,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta8",0,0.00709674315299999,0.184391664424994,-0.34997315,0.384912725,0.00709674315299999,0.00709674315299999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta9",0,0.061446041101,0.181751481825918,-0.3068747,0.412228925,0.061446041101,0.061446041101,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta10",0,-0.262396045843,0.163832586811993,-0.583891525,0.075412365,-0.262396045843,0.262396045843,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta11",0,-0.6640121187,0.186457084108313,-1.0284225,-0.32069605,-0.6640121187,0.6640121187,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta12",0,-0.236492651644,0.21213760726867,-0.68183,0.156771,-0.236492651644,0.236492651644,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta13",0,-0.2490438316615,0.187844933333028,-0.594236225,0.116527175,-0.2490438316615,0.2490438316615,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta14",0,-0.118532365345,0.191775811169187,-0.490669575,0.248520225,-0.118532365345,0.118532365345,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta15",0,-0.146465120187,0.179046206210478,-0.497184425,0.1913173,-0.146465120187,0.146465120187,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta16",0,-0.0471330574279,0.169289111638436,-0.375223675,0.305993975,-0.0471330574279,0.0471330574279,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta17",0,0.043299125229,0.203307242869855,-0.3365354,0.451685325,0.043299125229,0.043299125229,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta18",0,0.051296429375,0.186779927799003,-0.2978184,0.420124925,0.051296429375,0.051296429375,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta19",0,-0.075143724977,0.179449748436164,-0.449395675,0.26700135,-0.075143724977,0.075143724977,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"beta20",0,0.252404967032,0.176833047051598,-0.08999729,0.6018798,0.252404967032,0.252404967032,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",158,4,"eta",1.6,2.029805474,0.384907421635462,1.37515275,2.81125025,0.429805474,0.429805474,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta1",1,1.116113776,0.193135637083453,0.760424875,1.52228575,0.116113776,0.116113776,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta2",2,2.5049077,0.247968517262703,2.0210555,3.000184,0.5049077,0.5049077,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta3",3,3.58732912,0.332388284359731,2.91755125,4.24585125,0.58732912,0.58732912,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta4",-4,-4.83687459,0.437141950578284,-5.70719675,-3.954586,-0.83687459,0.83687459,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta5",-5,-5.70156348,0.498968858898068,-6.63817975,-4.70652,-0.70156348,0.70156348,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta6",0,-0.103994403326,0.165963274123249,-0.44512865,0.209708325,-0.103994403326,0.103994403326,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta7",0,0.075321103402,0.174186380567301,-0.265738075,0.415592675,0.075321103402,0.075321103402,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta8",0,-0.1482510077612,0.158094696630683,-0.46468395,0.173376175,-0.1482510077612,0.1482510077612,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta9",0,-0.257883390251,0.17596704548716,-0.611646925,0.105616675,-0.257883390251,0.257883390251,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta10",0,0.25214959154,0.168873497760082,-0.0797750425,0.600264775,0.25214959154,0.25214959154,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta11",0,0.192792579153,0.160207364796392,-0.115913875,0.503781875,0.192792579153,0.192792579153,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta12",0,0.116427405329,0.169949359176644,-0.215607175,0.469751975,0.116427405329,0.116427405329,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta13",0,-0.086267229612,0.160372474126435,-0.387403175,0.239876275,-0.086267229612,0.086267229612,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta14",0,0.121683128462,0.168364012738885,-0.212976875,0.4409392,0.121683128462,0.121683128462,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta15",0,-0.07933453147931,0.178825790326979,-0.426760025,0.260811175,-0.07933453147931,0.07933453147931,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta16",0,-0.30597617538,0.16296263663329,-0.6170387,0.0316819975,-0.30597617538,0.30597617538,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta17",0,-0.052551903108,0.192376321837548,-0.40902235,0.323783125,-0.052551903108,0.052551903108,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta18",0,0.006212968721,0.171693522388451,-0.33908945,0.33468475,0.006212968721,0.006212968721,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta19",0,-0.05624785067,0.164176138946568,-0.387360425,0.249982825,-0.05624785067,0.05624785067,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"beta20",0,-0.22160185712,0.17773028123168,-0.5745653,0.1222564,-0.22160185712,0.22160185712,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",159,2,"eta",1.6,2.27433072,0.352004556741313,1.650805,2.97682525,0.67433072,0.67433072,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",160,7,"beta1",1,1.170795215,0.178482733807072,0.84209225,1.54615075,0.170795215,0.170795215,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",160,7,"beta2",2,2.19638596,0.223988702967215,1.744792,2.641705,0.19638596,0.19638596,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",160,7,"beta3",3,3.19094815,0.304346679053557,2.603061,3.827701,0.19094815,0.19094815,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",160,7,"beta4",-4,-4.59811573,0.41257820934593,-5.4252615,-3.7682745,-0.59811573,0.59811573,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",160,7,"beta5",-5,-5.49415117,0.483108730688236,-6.39518425,-4.5503825,-0.49415117,0.49415117,TRUE
